"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"25.07.2007","31.103,53","31.472,86","31.814,15","30.811,25","194,33M","-1,14%"
"24.07.2007","31.462,15","32.156,96","32.156,96","31.449,33","205,75M","-2,20%"
"23.07.2007","32.168,43","31.916,73","32.243,10","31.916,73","123,97M","0,77%"
"20.07.2007","31.922,62","32.150,65","32.150,65","31.792,62","155,85M","-0,71%"
"19.07.2007","32.150,65","31.905,09","32.187,98","31.894,92","126,71M","0,83%"
"18.07.2007","31.886,74","31.979,14","31.979,14","31.671,88","137,18M","-0,29%"
"17.07.2007","31.979,14","32.252,93","32.378,72","31.861,04","120,58M","-0,89%"
"16.07.2007","32.265,93","32.388,38","32.552,78","32.119,79","71,61M","-0,37%"
"13.07.2007","32.386,51","32.261,10","32.421,41","32.166,84","91,82M","0,39%"
"12.07.2007","32.261,10","31.920,37","32.311,40","31.920,07","127,43M","1,08%"
"11.07.2007","31.916,27","31.738,38","31.987,87","31.571,34","179,10M","0,55%"
"10.07.2007","31.743,02","32.080,43","32.081,43","31.680,62","138,54M","-1,08%"
"09.07.2007","32.088,25","32.411,84","32.538,09","32.064,74","143,48M","-1,00%"
"06.07.2007","32.411,84","32.177,79","32.555,36","32.146,21","142,53M","0,73%"
"05.07.2007","32.177,83","32.183,75","32.311,35","32.016,59","111,58M","-0,07%"
"04.07.2007","32.201,63","32.115,09","32.407,17","32.115,09","63,75M","0,26%"
"03.07.2007","32.117,83","31.420,95","32.117,85","31.410,74","142,02M","2,22%"
"02.07.2007","31.420,69","31.151,05","31.434,40","31.151,05","138,46M","0,87%"
"29.06.2007","31.151,05","31.037,23","31.377,78","30.927,58","119,48M","0,23%"
"28.06.2007","31.079,24","30.801,92","31.112,35","30.792,04","124,54M","0,89%"
"27.06.2007","30.804,21","30.646,95","30.892,44","30.267,00","177,51M","0,19%"
"26.06.2007","30.744,71","31.298,09","31.394,62","30.744,64","117,67M","-1,76%"
"25.06.2007","31.296,01","31.643,79","31.655,54","31.235,48","79,39M","-1,09%"
"22.06.2007","31.642,26","31.830,08","31.873,86","31.565,60","95,33M","-0,59%"
"21.06.2007","31.830,84","31.533,96","31.831,52","31.248,29","125,66M","0,89%"
"20.06.2007","31.550,76","32.134,16","32.256,44","31.505,48","150,53M","-1,60%"
"19.06.2007","32.064,99","32.156,32","32.156,61","31.913,63","121,02M","-0,48%"
"18.06.2007","32.218,17","32.128,97","32.382,35","32.109,05","89,66M","0,28%"
"15.06.2007","32.128,97","32.129,08","32.564,35","32.124,02","183,45M","0,05%"
"14.06.2007","32.114,09","31.884,06","32.216,61","31.884,06","145,29M","0,72%"
"13.06.2007","31.884,06","31.638,37","31.888,53","31.513,37","115,98M","0,87%"
"12.06.2007","31.608,59","31.831,77","31.885,04","31.448,06","116,79M","-0,71%"
"11.06.2007","31.833,44","31.466,60","31.916,76","31.444,99","97,86M","1,17%"
"08.06.2007","31.466,60","31.184,49","31.479,50","31.020,71","125,95M","0,90%"
"07.06.2007","31.184,49","31.669,55","31.870,86","30.647,24","155,10M","-1,57%"
"06.06.2007","31.681,76","32.271,38","32.273,81","31.588,45","124,94M","-1,83%"
"05.06.2007","32.271,38","32.096,21","32.274,51","31.816,65","113,05M","0,55%"
"04.06.2007","32.096,21","31.946,40","32.096,21","31.822,27","81,20M","0,47%"
"01.06.2007","31.946,40","31.402,97","31.950,44","31.380,59","205,13M","1,74%"
"31.05.2007","31.398,96","31.376,65","32.029,45","31.376,65","231,54M","0,06%"
"30.05.2007","31.380,00","30.575,22","31.383,96","30.324,37","183,61M","2,33%"
"29.05.2007","30.664,73","30.932,16","31.053,34","30.492,59","180,39M","-0,85%"
"28.05.2007","30.928,43","30.687,56","30.928,43","30.625,61","26,11M","0,74%"
"25.05.2007","30.700,01","30.338,58","30.700,35","30.338,58","135,08M","1,19%"
"24.05.2007","30.338,58","30.869,84","30.978,01","30.299,47","105,35M","-1,72%"
"23.05.2007","30.869,84","30.801,03","31.171,60","30.691,26","185,62M","0,22%"
"22.05.2007","30.802,25","30.707,27","30.802,44","30.566,23","104,80M","0,30%"
"21.05.2007","30.708,73","30.677,18","30.894,27","30.677,18","86,55M","0,11%"
"18.05.2007","30.676,34","30.490,31","30.879,14","30.490,31","125,24M","0,65%"
"17.05.2007","30.478,37","30.341,25","30.535,89","30.102,84","140,74M","0,45%"
"16.05.2007","30.341,25","29.618,58","30.341,25","29.611,31","160,77M","2,44%"
"15.05.2007","29.619,91","29.766,86","29.927,35","29.619,23","122,70M","-0,49%"
"14.05.2007","29.766,33","30.058,75","30.172,81","29.665,99","91,22M","-0,97%"
"11.05.2007","30.058,75","29.653,82","30.125,30","29.653,82","90,47M","1,37%"
"10.05.2007","29.653,82","29.992,08","29.993,15","29.637,60","128,56M","-1,13%"
"09.05.2007","29.992,83","29.572,70","29.992,87","29.551,76","93,49M","1,42%"
"08.05.2007","29.572,40","29.759,41","29.759,41","29.296,10","95,79M","-0,69%"
"07.05.2007","29.776,57","30.013,85","30.159,13","29.776,57","78,63M","-0,79%"
"04.05.2007","30.013,85","29.752,95","30.053,92","29.741,01","139,62M","0,88%"
"03.05.2007","29.752,95","29.267,91","29.755,46","29.267,91","144,57M","1,68%"
"02.05.2007","29.259,92","28.996,71","29.310,27","28.921,18","128,39M","0,91%"
"30.04.2007","28.996,71","29.363,98","29.413,52","28.988,80","90,07M","-1,28%"
"27.04.2007","29.372,93","29.352,74","29.376,22","28.738,22","165,22M","0,10%"
"26.04.2007","29.342,70","29.652,32","29.839,21","29.281,75","184,03M","-0,34%"
"25.04.2007","29.444,15","29.545,94","29.545,94","29.346,63","136,94M","-0,34%"
"24.04.2007","29.544,18","29.593,85","29.677,25","29.447,91","121,48M","-0,17%"
"23.04.2007","29.593,85","29.832,48","29.835,39","29.527,09","71,26M","-0,80%"
"20.04.2007","29.832,48","29.614,26","29.970,50","29.614,26","83,54M","0,74%"
"19.04.2007","29.614,05","29.558,75","29.615,78","29.117,04","92,97M","0,18%"
"18.04.2007","29.559,52","29.597,84","29.597,84","29.408,98","63,68M","-0,13%"
"17.04.2007","29.598,99","29.717,64","29.852,93","29.383,13","91,09M","-0,40%"
"16.04.2007","29.718,66","29.811,50","30.057,74","29.606,55","92,30M","-0,15%"
"13.04.2007","29.762,22","29.606,97","29.771,66","29.556,66","86,41M","0,52%"
"12.04.2007","29.606,97","29.278,75","29.664,16","28.990,49","153,65M","1,12%"
"11.04.2007","29.278,75","29.506,68","29.572,95","29.248,02","96,81M","-0,80%"
"10.04.2007","29.515,64","29.668,76","29.938,68","29.515,64","147,40M","-0,39%"
"09.04.2007","29.632,20","29.366,51","29.726,23","29.366,51","78,48M","0,89%"
"04.04.2007","29.370,94","29.348,09","29.427,61","29.203,05","70,74M","0,08%"
"03.04.2007","29.348,09","29.171,52","29.516,61","29.171,52","117,00M","0,61%"
"02.04.2007","29.171,52","28.749,46","29.268,40","28.746,75","131,64M","1,47%"
"30.03.2007","28.747,69","28.704,24","28.756,47","28.487,59","142,32M","0,15%"
"29.03.2007","28.704,24","28.099,47","28.704,24","28.099,47","167,30M","2,16%"
"28.03.2007","28.098,28","28.107,92","28.161,34","27.811,04","111,00M","-0,09%"
"27.03.2007","28.124,33","28.158,97","28.164,41","27.853,66","121,93M","-0,12%"
"26.03.2007","28.158,97","28.272,03","28.325,51","28.020,62","71,20M","-0,40%"
"23.03.2007","28.272,03","28.283,00","28.391,52","28.212,70","95,16M","0,05%"
"22.03.2007","28.258,80","28.231,65","28.390,73","28.134,77","156,88M","0,14%"
"21.03.2007","28.219,55","27.408,72","28.229,73","27.408,72","220,32M","2,96%"
"20.03.2007","27.407,46","26.901,42","27.409,74","26.901,42","122,85M","1,88%"
"16.03.2007","26.901,42","26.883,53","26.944,97","26.657,09","86,82M","0,07%"
"15.03.2007","26.883,53","26.718,44","26.998,51","26.685,03","81,39M","0,61%"
"14.03.2007","26.719,32","26.588,57","26.745,32","26.295,33","136,17M","0,49%"
"13.03.2007","26.589,20","27.259,55","27.259,55","26.568,63","131,98M","-2,46%"
"12.03.2007","27.261,17","27.105,13","27.261,28","26.927,31","74,25M","0,57%"
"09.03.2007","27.106,53","26.773,62","27.118,05","26.752,63","119,18M","1,24%"
"08.03.2007","26.773,79","26.207,50","26.776,20","26.207,50","126,53M","2,25%"
"07.03.2007","26.184,39","26.355,64","26.566,28","26.184,39","98,69M","-0,65%"
"06.03.2007","26.355,64","25.806,27","26.432,39","25.806,27","116,34M","2,20%"
"05.03.2007","25.788,37","26.319,73","26.352,85","25.780,58","135,09M","-2,02%"
"02.03.2007","26.321,12","26.642,25","26.801,48","26.320,97","125,17M","-1,23%"
"01.03.2007","26.647,65","26.581,59","26.689,80","25.691,58","196,23M","0,03%"
"28.02.2007","26.638,95","26.420,64","26.804,79","26.320,26","225,40M","0,83%"
"27.02.2007","26.418,82","28.040,66","28.040,66","26.418,82","332,63M","-5,80%"
"26.02.2007","28.046,16","28.505,72","28.639,13","28.029,18","134,84M","-1,61%"
"23.02.2007","28.505,72","28.676,51","28.691,46","28.353,48","114,42M","-0,60%"
"22.02.2007","28.676,48","28.715,96","28.940,11","28.505,58","129,33M","-0,14%"
"21.02.2007","28.715,96","28.594,02","28.715,96","28.425,65","189,29M","0,44%"
"20.02.2007","28.589,66","28.590,46","28.646,16","28.355,92","130,14M","-0,00%"
"19.02.2007","28.590,17","28.491,07","28.601,23","28.491,07","211,63M","0,35%"
"16.02.2007","28.491,07","28.500,20","28.525,99","28.301,32","102,28M","-0,03%"
"15.02.2007","28.498,75","28.539,69","28.619,23","28.388,85","145,61M","-0,14%"
"14.02.2007","28.539,69","28.262,65","28.678,31","28.256,41","187,20M","0,98%"
"13.02.2007","28.262,65","27.972,69","28.278,97","27.866,43","176,90M","1,04%"
"12.02.2007","27.972,23","27.906,89","27.975,73","27.624,97","119,11M","0,23%"
"09.02.2007","27.906,89","28.228,71","28.346,01","27.862,63","164,35M","-1,03%"
"08.02.2007","28.197,26","28.225,34","28.291,49","27.921,28","276,77M","0,26%"
"07.02.2007","28.123,76","28.067,29","28.293,44","28.012,26","157,97M","0,20%"
"06.02.2007","28.067,40","27.926,42","28.139,72","27.923,74","150,35M","0,48%"
"02.02.2007","27.933,07","27.842,62","28.005,95","27.818,04","128,90M","0,32%"
"01.02.2007","27.842,76","27.561,49","27.945,30","27.561,49","181,71M","1,02%"
"31.01.2007","27.561,49","27.136,72","27.621,98","27.074,00","180,00M","1,57%"
"30.01.2007","27.135,37","26.838,18","27.154,18","26.823,62","145,67M","1,12%"
"29.01.2007","26.834,05","27.036,86","27.036,86","26.721,50","137,73M","-0,78%"
"26.01.2007","27.045,71","26.899,34","27.049,72","26.595,70","174,05M","0,54%"
"25.01.2007","26.899,34","27.341,48","27.453,92","26.793,70","153,88M","-1,61%"
"24.01.2007","27.338,30","26.813,69","27.338,37","26.813,69","249,13M","1,97%"
"23.01.2007","26.810,00","26.432,63","26.811,12","26.419,22","164,10M","1,43%"
"22.01.2007","26.432,25","26.213,27","26.432,25","26.042,06","124,94M","0,83%"
"19.01.2007","26.213,38","26.112,87","26.304,51","25.939,44","137,02M","0,38%"
"18.01.2007","26.112,87","26.556,66","26.594,60","26.112,80","155,64M","-1,68%"
"17.01.2007","26.558,50","26.480,33","26.610,61","26.381,94","133,66M","0,30%"
"16.01.2007","26.480,33","26.479,83","26.487,17","26.333,56","91,07M","0,00%"
"15.01.2007","26.480,03","26.324,38","26.484,06","26.313,02","27,72M","0,59%"
"12.01.2007","26.324,38","26.247,90","26.335,29","26.091,36","100,07M","0,29%"
"11.01.2007","26.247,90","25.882,74","26.290,70","25.851,15","140,54M","1,40%"
"10.01.2007","25.885,80","25.780,84","25.954,13","25.400,33","138,08M","0,40%"
"09.01.2007","25.783,04","26.287,22","26.342,47","25.627,93","180,99M","-1,90%"
"08.01.2007","26.281,64","26.135,60","26.282,39","26.071,66","122,18M","0,56%"
"05.01.2007","26.135,60","26.566,28","26.566,28","26.112,77","105,58M","-1,62%"
"04.01.2007","26.566,28","26.622,11","26.623,06","26.335,42","103,65M","-0,20%"
"03.01.2007","26.619,37","26.666,84","26.699,10","26.319,50","134,66M","-0,17%"
"02.01.2007","26.664,45","26.448,32","26.666,92","26.448,32","37,69M","0,82%"
"29.12.2006","26.448,32","26.295,21","26.450,45","26.284,66","50,41M","0,58%"
"28.12.2006","26.295,21","26.196,66","26.424,21","26.188,70","57,06M","0,38%"
"27.12.2006","26.196,66","25.706,63","26.204,88","25.706,63","68,13M","1,91%"
"26.12.2006","25.705,04","25.432,64","25.720,26","25.423,88","35,47M","1,07%"
"22.12.2006","25.432,64","25.546,82","25.563,84","25.265,10","48,39M","-0,45%"
"21.12.2006","25.546,82","25.389,81","25.549,26","25.336,05","191,90M","0,60%"
"20.12.2006","25.394,69","25.621,50","25.683,23","25.377,53","142,52M","-0,89%"
"19.12.2006","25.621,50","25.857,19","25.857,19","25.397,94","117,56M","-0,91%"
"18.12.2006","25.857,44","25.757,97","26.035,86","25.757,97","97,99M","0,39%"
"15.12.2006","25.757,68","25.871,76","26.091,13","25.756,59","173,96M","-0,41%"
"14.12.2006","25.863,39","25.690,39","25.935,31","25.660,16","120,84M","0,67%"
"13.12.2006","25.690,39","25.828,48","25.948,92","25.663,54","131,40M","-0,53%"
"11.12.2006","25.828,48","25.756,81","25.847,42","25.649,36","83,34M","0,28%"
"08.12.2006","25.756,81","25.634,54","25.776,70","25.555,37","95,07M","0,46%"
"07.12.2006","25.639,31","25.614,65","25.891,16","25.585,66","140,97M","0,09%"
"06.12.2006","25.615,85","25.587,56","25.634,63","25.328,01","146,58M","0,09%"
"05.12.2006","25.593,92","25.207,48","25.605,19","25.207,48","160,59M","1,53%"
"04.12.2006","25.207,48","24.962,01","25.207,67","24.878,19","124,26M","0,98%"
"30.11.2006","24.962,01","24.776,09","25.006,36","24.636,79","135,67M","0,75%"
"29.11.2006","24.776,09","24.353,32","24.782,77","24.353,32","132,63M","1,77%"
"28.11.2006","24.344,95","24.446,95","24.446,95","24.017,21","125,33M","-0,40%"
"27.11.2006","24.442,79","24.792,89","24.830,86","24.333,88","92,88M","-1,41%"
"24.11.2006","24.792,89","24.725,24","24.857,95","24.663,25","56,74M","0,25%"
"23.11.2006","24.730,01","24.674,89","24.730,01","24.656,16","12,90M","0,22%"
"22.11.2006","24.674,75","24.585,68","24.725,96","24.585,64","107,32M","0,36%"
"21.11.2006","24.585,68","24.196,05","24.617,37","24.196,05","155,18M","1,61%"
"17.11.2006","24.196,05","24.266,03","24.268,82","24.052,10","97,52M","-0,29%"
"16.11.2006","24.266,03","24.315,60","24.400,99","24.265,57","107,63M","-0,20%"
"15.11.2006","24.315,60","24.288,06","24.316,12","24.079,95","106,54M","0,11%"
"14.11.2006","24.288,06","24.188,59","24.458,76","24.151,93","154,82M","0,41%"
"13.11.2006","24.188,59","23.951,63","24.191,36","23.917,50","91,46M","0,99%"
"10.11.2006","23.951,63","23.941,80","23.985,48","23.808,34","145,79M","0,04%"
"09.11.2006","23.941,80","23.930,64","24.077,58","23.872,49","135,42M","0,05%"
"08.11.2006","23.930,64","23.585,14","23.931,27","23.560,97","117,02M","1,46%"
"07.11.2006","23.585,14","23.733,07","24.101,72","23.472,73","142,27M","-0,62%"
"06.11.2006","23.733,07","23.169,87","23.733,07","23.169,87","119,47M","2,43%"
"03.11.2006","23.169,87","23.042,28","23.180,15","22.880,13","108,48M","0,55%"
"01.11.2006","23.042,28","23.046,95","23.363,12","23.040,21","127,38M","-0,02%"
"31.10.2006","23.046,95","22.370,09","23.047,65","22.370,09","170,37M","3,03%"
"30.10.2006","22.370,09","22.762,86","22.788,01","22.339,28","144,56M","-1,73%"
"27.10.2006","22.762,86","23.361,42","23.361,42","22.759,57","146,95M","-2,56%"
"26.10.2006","23.361,42","23.397,69","23.461,49","23.277,09","116,10M","-0,16%"
"25.10.2006","23.397,69","23.397,69","23.397,69","23.397,69","-","0,51%"
"24.10.2006","23.279,77","23.321,41","23.379,16","23.196,74","93,51M","-0,18%"
"23.10.2006","23.321,41","23.233,88","23.322,58","23.208,60","85,17M","0,38%"
"20.10.2006","23.233,48","23.157,38","23.282,92","22.974,49","94,45M","0,28%"
"19.10.2006","23.168,52","23.012,87","23.168,55","22.905,71","129,89M","0,68%"
"18.10.2006","23.012,87","22.811,27","23.048,94","22.811,27","114,53M","0,94%"
"17.10.2006","22.799,42","22.950,18","22.950,18","22.606,68","124,46M","-0,66%"
"16.10.2006","22.950,18","22.847,69","23.047,98","22.827,41","94,35M","0,45%"
"13.10.2006","22.848,32","22.662,42","23.000,56","22.660,83","163,37M","0,82%"
"12.10.2006","22.661,82","22.387,17","22.710,78","22.387,17","171,29M","1,23%"
"11.10.2006","22.387,08","22.524,11","22.640,04","22.386,86","135,38M","-0,61%"
"10.10.2006","22.523,56","22.313,42","22.528,82","22.302,28","102,39M","0,94%"
"09.10.2006","22.313,42","22.350,05","22.480,28","22.313,42","76,82M","-0,16%"
"06.10.2006","22.350,05","22.333,56","22.525,44","22.198,97","94,25M","0,10%"
"05.10.2006","22.326,86","22.105,82","22.391,04","22.105,19","171,42M","1,00%"
"04.10.2006","22.105,97","21.621,24","22.106,65","21.621,24","171,13M","2,20%"
"03.10.2006","21.631,00","21.619,96","21.700,49","21.479,07","98,01M","0,05%"
"02.10.2006","21.619,96","21.933,93","21.934,50","21.618,48","116,36M","-1,45%"
"29.09.2006","21.937,11","21.857,78","21.937,51","21.795,12","98,62M","0,38%"
"28.09.2006","21.854,48","21.748,57","21.872,51","21.717,61","109,77M","0,49%"
"27.09.2006","21.748,57","21.793,89","21.946,43","21.692,93","122,87M","-0,20%"
"26.09.2006","21.792,30","21.674,74","21.846,48","21.674,24","106,62M","0,54%"
"25.09.2006","21.674,74","21.390,43","21.674,92","21.155,26","108,59M","1,33%"
"22.09.2006","21.390,43","21.498,09","21.498,09","21.105,13","120,82M","-0,50%"
"21.09.2006","21.498,09","21.847,72","21.892,95","21.465,82","115,32M","-1,57%"
"20.09.2006","21.841,45","21.660,93","21.932,00","21.660,93","144,81M","0,84%"
"19.09.2006","21.659,02","21.666,07","21.729,72","21.376,82","117,13M","-0,03%"
"18.09.2006","21.666,07","21.549,14","21.812,98","21.525,44","128,75M","0,54%"
"15.09.2006","21.548,87","21.328,79","21.637,02","21.328,79","144,38M","1,01%"
"14.09.2006","21.334,02","21.320,12","21.441,30","21.195,27","148,21M","0,06%"
"13.09.2006","21.320,21","21.102,72","21.365,59","21.078,82","107,08M","1,03%"
"12.09.2006","21.102,77","20.612,89","21.105,16","20.598,49","125,20M","2,38%"
"11.09.2006","20.612,89","20.791,05","20.804,20","20.481,70","97,88M","-0,88%"
"08.09.2006","20.795,82","20.844,36","20.902,87","20.732,48","75,64M","-0,18%"
"07.09.2006","20.833,23","20.960,47","20.993,06","20.590,41","119,31M","-0,63%"
"06.09.2006","20.965,24","21.256,11","21.256,11","20.963,38","105,09M","-1,37%"
"05.09.2006","21.256,11","21.404,70","21.493,22","21.166,94","112,87M","-0,61%"
"04.09.2006","21.385,63","21.192,26","21.387,47","21.164,24","19,59M","0,91%"
"01.09.2006","21.192,26","21.057,30","21.306,15","21.049,51","91,42M","0,68%"
"31.08.2006","21.049,35","21.344,97","21.352,38","21.047,76","139,46M","-1,32%"
"30.08.2006","21.331,09","21.285,36","21.423,02","21.258,42","126,80M","0,23%"
"29.08.2006","21.282,08","21.230,96","21.301,61","21.155,16","122,59M","0,25%"
"28.08.2006","21.228,87","20.994,94","21.261,95","20.922,20","96,97M","1,11%"
"25.08.2006","20.994,94","20.751,45","21.042,32","20.712,16","93,67M","1,17%"
"24.08.2006","20.751,45","20.742,99","20.809,93","20.558,54","95,77M","0,04%"
"23.08.2006","20.742,44","20.987,25","21.019,87","20.630,60","133,31M","-1,16%"
"22.08.2006","20.986,89","20.856,79","20.999,63","20.776,55","86,95M","0,60%"
"21.08.2006","20.861,56","21.046,63","21.046,99","20.744,44","67,18M","-0,88%"
"18.08.2006","21.046,63","20.974,21","21.053,71","20.760,53","103,10M","0,36%"
"17.08.2006","20.971,78","20.904,70","21.017,16","20.778,13","134,82M","0,34%"
"16.08.2006","20.900,00","20.547,46","20.900,25","20.547,46","127,91M","1,73%"
"15.08.2006","20.544,44","20.314,33","20.544,44","20.314,33","91,32M","1,25%"
"14.08.2006","20.290,49","20.274,90","20.379,75","20.197,38","72,87M","0,08%"
"11.08.2006","20.273,86","20.048,18","20.273,86","19.955,60","78,14M","1,13%"
"10.08.2006","20.048,18","20.051,94","20.052,98","19.868,47","93,52M","-0,07%"
"09.08.2006","20.062,37","20.342,46","20.538,35","20.062,37","97,81M","-1,38%"
"08.08.2006","20.342,78","20.417,26","20.582,87","20.306,90","102,17M","-0,34%"
"07.08.2006","20.412,49","20.351,51","20.414,08","20.170,96","64,82M","0,28%"
"04.08.2006","20.354,99","20.269,56","20.712,91","20.268,23","96,77M","0,46%"
"03.08.2006","20.261,81","20.132,38","20.358,41","20.024,03","80,73M","0,58%"
"02.08.2006","20.145,10","19.984,33","20.214,73","19.960,38","78,08M","0,86%"
"01.08.2006","19.973,20","20.093,73","20.096,61","19.889,34","90,26M","-0,61%"
"31.07.2006","20.095,93","20.252,33","20.253,92","20.007,53","89,16M","-0,77%"
"28.07.2006","20.252,33","20.138,79","20.374,46","20.071,44","139,06M","0,56%"
"27.07.2006","20.138,79","19.947,34","20.302,08","19.947,34","172,49M","1,13%"
"26.07.2006","19.913,19","20.082,69","20.090,12","19.884,01","123,59M","-0,84%"
"25.07.2006","20.082,00","19.967,33","20.082,05","19.800,03","114,03M","0,72%"
"24.07.2006","19.938,70","19.568,72","19.938,85","19.548,85","95,21M","2,11%"
"21.07.2006","19.527,37","19.510,52","19.527,58","19.197,80","83,53M","0,09%"
"20.07.2006","19.510,52","19.878,72","19.992,09","19.504,93","104,48M","-1,82%"
"19.07.2006","19.871,78","18.901,64","19.871,78","18.901,51","166,22M","5,22%"
"18.07.2006","18.885,67","18.437,98","18.889,88","18.437,98","102,25M","2,43%"
"17.07.2006","18.437,98","18.325,48","18.559,89","18.244,28","70,16M","0,60%"
"14.07.2006","18.328,66","18.710,68","18.747,13","18.326,21","92,82M","-2,12%"
"13.07.2006","18.725,26","19.388,55","19.388,55","18.712,69","99,30M","-3,57%"
"12.07.2006","19.419,44","19.570,25","19.664,04","19.338,52","70,15M","-0,77%"
"11.07.2006","19.570,21","19.682,65","19.698,85","19.217,77","103,48M","-0,66%"
"10.07.2006","19.700,15","19.829,64","19.899,89","19.545,84","71,78M","-0,65%"
"07.07.2006","19.829,60","20.047,62","20.049,22","19.764,37","82,68M","-1,09%"
"06.07.2006","20.047,62","19.515,95","20.248,44","19.515,95","129,72M","2,73%"
"05.07.2006","19.514,62","20.287,51","20.287,51","19.501,44","151,06M","-4,01%"
"04.07.2006","20.329,49","20.060,82","20.532,30","20.060,82","77,96M","1,34%"
"03.07.2006","20.060,82","19.147,17","20.061,45","19.134,20","153,64M","4,77%"
"30.06.2006","19.147,17","18.909,11","19.244,93","18.908,03","135,33M","1,26%"
"29.06.2006","18.908,33","18.133,68","18.975,79","18.133,68","140,75M","4,46%"
"28.06.2006","18.101,83","18.022,59","18.125,64","17.837,92","70,66M","0,45%"
"27.06.2006","18.021,47","18.491,40","18.548,06","18.020,16","82,43M","-2,54%"
"26.06.2006","18.491,40","18.546,90","18.603,08","18.349,45","76,15M","-0,29%"
"23.06.2006","18.545,73","18.188,40","18.610,22","18.092,10","88,96M","1,96%"
"22.06.2006","18.188,40","18.156,21","18.268,17","18.060,60","75,90M","0,18%"
"21.06.2006","18.156,21","17.781,28","18.359,44","17.772,53","119,34M","2,11%"
"20.06.2006","17.781,28","17.588,26","17.928,24","17.561,44","91,25M","1,13%"
"19.06.2006","17.581,88","18.041,91","18.132,50","17.581,88","85,41M","-2,55%"
"16.06.2006","18.041,79","17.926,79","18.179,14","17.655,73","144,61M","0,61%"
"15.06.2006","17.932,33","16.804,14","17.952,60","16.804,14","192,51M","6,73%"
"14.06.2006","16.802,10","16.674,22","16.870,41","16.464,62","209,50M","0,89%"
"13.06.2006","16.653,15","16.957,58","17.019,54","16.546,86","210,44M","-1,96%"
"12.06.2006","16.986,27","17.758,30","17.766,43","16.969,79","128,38M","-4,30%"
"09.06.2006","17.748,74","18.257,85","18.466,98","17.747,17","114,12M","-2,79%"
"08.06.2006","18.257,64","18.413,44","18.413,44","17.827,07","205,15M","-0,85%"
"07.06.2006","18.413,44","18.809,43","18.827,86","18.413,44","127,39M","-2,05%"
"06.06.2006","18.798,28","18.954,92","18.954,92","18.501,46","120,49M","-0,83%"
"05.06.2006","18.954,92","19.439,31","19.509,68","18.950,82","98,49M","-2,40%"
"02.06.2006","19.421,73","19.129,50","19.466,32","19.129,50","157,34M","1,53%"
"01.06.2006","19.128,63","18.703,90","19.147,06","18.615,96","180,97M","2,41%"
"31.05.2006","18.677,92","18.841,34","19.005,76","18.466,55","296,95M","-0,87%"
"30.05.2006","18.841,34","19.512,63","19.512,63","18.799,64","136,52M","-3,38%"
"29.05.2006","19.500,54","19.585,21","19.642,65","19.461,50","18,91M","-0,43%"
"26.05.2006","19.585,21","19.440,45","19.778,56","19.424,78","120,94M","0,92%"
"25.05.2006","19.405,71","18.850,53","19.405,71","18.850,53","130,06M","3,19%"
"24.05.2006","18.805,57","19.085,70","19.127,96","18.545,21","183,27M","-1,46%"
"23.05.2006","19.084,83","19.395,01","19.730,67","19.082,95","183,03M","-1,47%"
"22.05.2006","19.369,29","20.133,12","20.133,12","19.234,94","203,65M","-4,03%"
"19.05.2006","20.182,14","20.217,09","20.269,39","19.703,00","167,40M","-0,17%"
"18.05.2006","20.217,02","20.277,78","20.388,33","20.137,30","151,63M","-0,22%"
"17.05.2006","20.261,86","20.828,60","20.828,60","20.217,34","164,24M","-2,83%"
"16.05.2006","20.851,06","20.723,37","20.925,15","20.666,82","112,36M","0,62%"
"15.05.2006","20.722,13","21.126,57","21.126,57","20.719,00","100,82M","-2,05%"
"12.05.2006","21.154,90","21.427,11","21.427,11","20.862,96","119,52M","-1,31%"
"11.05.2006","21.435,27","21.789,23","21.828,81","21.357,98","126,55M","-1,59%"
"10.05.2006","21.781,07","21.822,93","21.917,51","21.674,67","110,34M","-0,19%"
"09.05.2006","21.822,93","21.608,67","21.824,34","21.537,24","138,87M","0,99%"
"08.05.2006","21.608,67","21.237,45","21.608,67","21.221,80","113,14M","1,75%"
"05.05.2006","21.237,45","21.309,98","21.523,55","21.237,45","137,62M","-0,26%"
"04.05.2006","21.293,66","21.153,80","21.372,18","21.153,80","188,20M","0,64%"
"03.05.2006","21.159,16","21.081,42","21.289,61","20.804,65","154,75M","0,38%"
"02.05.2006","21.079,87","20.667,85","21.081,79","20.667,85","163,19M","2,10%"
"28.04.2006","20.646,19","20.391,62","20.682,03","20.391,62","118,96M","1,25%"
"27.04.2006","20.390,62","20.566,91","20.599,60","20.357,52","106,92M","-0,86%"
"26.04.2006","20.566,91","20.383,05","20.702,56","20.383,05","143,37M","1,01%"
"25.04.2006","20.360,61","20.201,90","20.387,84","20.183,65","174,11M","0,80%"
"24.04.2006","20.198,71","20.174,64","20.238,88","19.944,62","82,11M","0,12%"
"21.04.2006","20.174,64","19.979,54","20.287,55","19.963,23","126,54M","0,98%"
"20.04.2006","19.979,54","19.937,32","20.081,49","19.913,96","127,69M","0,23%"
"19.04.2006","19.933,09","19.820,12","19.966,93","19.774,64","109,70M","0,57%"
"18.04.2006","19.820,07","19.632,34","19.887,79","19.632,34","152,55M","0,96%"
"17.04.2006","19.632,34","19.350,33","19.670,26","19.343,93","128,66M","1,60%"
