"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"12.04.2006","19.322,62","19.470,39","19.502,22","19.322,62","69,04M","-0,73%"
"11.04.2006","19.465,15","19.546,43","19.552,67","19.355,29","94,12M","-0,43%"
"10.04.2006","19.548,35","19.473,44","19.646,55","19.473,44","72,95M","0,39%"
"07.04.2006","19.472,36","19.869,71","19.945,35","19.426,34","116,43M","-2,00%"
"06.04.2006","19.869,71","19.930,63","20.069,56","19.791,74","144,80M","-0,31%"
"05.04.2006","19.930,63","19.764,08","19.930,67","19.679,08","129,67M","0,84%"
"04.04.2006","19.764,08","19.624,01","19.805,08","19.602,24","121,70M","0,66%"
"03.04.2006","19.634,21","19.284,87","19.687,02","19.284,87","137,28M","1,88%"
"31.03.2006","19.272,63","19.214,33","19.300,24","19.094,74","114,18M","0,31%"
"30.03.2006","19.214,00","19.133,91","19.337,06","19.133,91","105,42M","0,43%"
"29.03.2006","19.132,34","18.934,06","19.135,78","18.900,07","143,20M","1,07%"
"28.03.2006","18.929,98","19.212,67","19.241,86","18.928,30","102,57M","-1,54%"
"27.03.2006","19.226,32","19.339,30","19.359,68","19.226,32","60,66M","-0,58%"
"24.03.2006","19.339,30","19.261,62","19.371,03","19.110,72","80,79M","0,43%"
"23.03.2006","19.255,87","19.598,11","19.675,66","19.253,56","94,16M","-1,75%"
"22.03.2006","19.598,11","19.530,14","19.600,22","19.310,44","110,28M","0,09%"
"20.03.2006","19.581,12","19.345,60","19.604,44","19.345,60","86,31M","1,22%"
"17.03.2006","19.345,80","19.176,20","19.429,79","19.148,86","129,88M","0,94%"
"16.03.2006","19.166,43","19.003,97","19.235,02","18.920,06","132,69M","0,88%"
"15.03.2006","18.999,64","18.941,04","19.210,35","18.941,04","165,74M","0,31%"
"14.03.2006","18.941,04","18.707,63","18.967,52","18.668,94","117,78M","1,26%"
"13.03.2006","18.706,19","18.420,17","18.719,85","18.419,49","93,98M","1,55%"
"10.03.2006","18.420,17","18.316,25","18.493,00","18.228,60","133,21M","0,60%"
"09.03.2006","18.310,57","18.414,58","18.652,97","18.252,26","126,63M","-0,48%"
"08.03.2006","18.398,82","18.553,11","18.589,23","18.190,94","159,57M","-0,82%"
"07.03.2006","18.551,07","18.992,39","18.992,39","18.364,13","187,60M","-2,32%"
"06.03.2006","18.991,46","19.190,09","19.446,40","18.969,80","130,00M","-1,03%"
"03.03.2006","19.189,25","19.113,19","19.210,14","19.022,19","81,25M","0,46%"
"02.03.2006","19.102,33","19.078,15","19.182,10","18.982,68","103,68M","0,23%"
"01.03.2006","19.058,74","18.706,32","19.151,51","18.704,60","145,03M","1,88%"
"28.02.2006","18.706,32","18.860,11","18.860,11","18.519,13","145,80M","-0,79%"
"27.02.2006","18.854,67","19.117,23","19.134,86","18.831,97","70,31M","-1,29%"
"24.02.2006","19.100,89","19.115,54","19.165,99","18.883,20","83,67M","-0,09%"
"23.02.2006","19.117,72","18.781,11","19.117,72","18.727,46","144,55M","1,80%"
"22.02.2006","18.780,46","18.495,22","18.780,46","18.495,22","129,94M","1,53%"
"21.02.2006","18.497,38","18.562,96","18.693,30","18.493,07","103,78M","-0,24%"
"20.02.2006","18.542,58","18.480,78","18.574,27","18.437,97","7,56M","0,33%"
"17.02.2006","18.480,78","18.457,65","18.507,30","18.407,35","98,50M","0,13%"
"16.02.2006","18.457,24","18.169,16","18.519,99","18.169,16","172,32M","1,59%"
"15.02.2006","18.169,16","18.018,50","18.266,70","17.999,48","132,96M","0,81%"
"14.02.2006","18.023,01","17.927,09","18.076,33","17.789,33","119,14M","0,78%"
"13.02.2006","17.883,63","18.292,54","18.298,72","17.817,73","138,79M","-2,27%"
"10.02.2006","18.298,58","18.529,10","18.535,33","18.166,14","125,40M","-1,19%"
"09.02.2006","18.518,33","18.410,24","18.639,99","18.380,86","105,80M","0,59%"
"08.02.2006","18.410,24","18.669,45","18.993,50","18.410,24","192,14M","-1,37%"
"07.02.2006","18.665,06","18.885,63","18.885,63","18.625,30","111,38M","-1,05%"
"03.02.2006","18.862,18","19.061,03","19.070,74","18.709,86","113,15M","-1,04%"
"02.02.2006","19.060,38","19.162,38","19.211,22","18.961,24","128,53M","-0,53%"
"01.02.2006","19.162,38","18.907,10","19.162,38","18.868,33","148,68M","1,35%"
"31.01.2006","18.907,10","18.850,79","18.957,93","18.751,43","116,02M","0,31%"
"30.01.2006","18.849,24","18.967,64","18.985,05","18.761,37","105,77M","-0,57%"
"27.01.2006","18.956,50","19.222,88","19.447,62","18.943,73","126,66M","-1,35%"
"26.01.2006","19.216,75","18.880,68","19.248,00","18.880,68","129,82M","1,86%"
"25.01.2006","18.866,37","18.875,86","19.022,54","18.866,37","137,40M","-0,05%"
"24.01.2006","18.875,41","18.447,11","18.909,29","18.447,11","170,62M","2,32%"
"23.01.2006","18.447,11","18.346,16","18.448,43","18.208,46","90,52M","0,55%"
"20.01.2006","18.346,23","18.514,61","18.612,15","18.346,23","86,12M","-0,95%"
"19.01.2006","18.521,45","18.276,79","18.587,78","18.276,79","106,14M","1,40%"
"18.01.2006","18.265,96","18.413,98","18.413,98","18.118,68","121,58M","-1,21%"
"17.01.2006","18.489,63","18.955,92","18.955,92","18.472,64","128,29M","-2,47%"
"16.01.2006","18.958,29","18.889,20","18.993,33","18.858,52","15,79M","0,37%"
"13.01.2006","18.889,20","18.924,51","18.924,51","18.750,91","158,50M","-0,19%"
"12.01.2006","18.925,01","19.152,40","19.168,57","18.842,25","120,56M","-1,23%"
"11.01.2006","19.160,44","18.914,31","19.168,12","18.914,31","115,79M","1,31%"
"10.01.2006","18.912,38","18.998,83","18.998,83","18.815,74","102,57M","-0,46%"
"09.01.2006","18.998,83","18.736,78","18.999,03","18.677,40","90,73M","1,40%"
"06.01.2006","18.736,78","18.608,34","18.786,27","18.575,75","63,64M","0,69%"
"05.01.2006","18.608,34","18.669,23","18.768,74","18.592,69","103,49M","-0,33%"
"04.01.2006","18.669,23","18.501,95","18.687,84","18.501,95","132,99M","0,91%"
"03.01.2006","18.500,69","17.925,45","18.503,19","17.925,45","127,47M","3,21%"
"02.01.2006","17.925,70","17.802,71","17.926,97","17.786,24","8,89M","0,69%"
"30.12.2005","17.802,71","17.832,53","17.832,53","17.687,93","47,65M","-0,17%"
"29.12.2005","17.832,80","17.685,45","17.849,64","17.670,30","46,26M","0,80%"
"28.12.2005","17.690,70","17.832,74","17.834,42","17.639,46","43,13M","-0,80%"
"27.12.2005","17.832,64","17.777,88","17.848,46","17.777,49","30,37M","0,31%"
"26.12.2005","17.776,88","17.802,28","17.813,91","17.772,09","4,04M","-0,14%"
"23.12.2005","17.802,28","17.768,90","17.816,31","17.764,75","33,87M","0,19%"
"22.12.2005","17.768,90","17.781,51","17.831,25","17.661,23","74,04M","-0,07%"
"21.12.2005","17.781,51","17.678,70","17.887,38","17.625,64","87,71M","0,57%"
"20.12.2005","17.680,95","17.668,45","17.689,52","17.514,61","76,11M","0,08%"
"19.12.2005","17.666,41","17.740,83","17.835,69","17.664,68","77,91M","-0,40%"
"16.12.2005","17.737,59","17.922,47","17.961,54","17.630,30","148,26M","-1,03%"
"15.12.2005","17.922,47","18.055,04","18.179,58","17.841,07","122,50M","-0,73%"
"14.12.2005","18.054,03","17.821,22","18.078,51","17.821,22","116,52M","1,32%"
"13.12.2005","17.819,68","17.583,09","17.868,32","17.583,09","112,06M","1,51%"
"09.12.2005","17.554,48","17.208,86","17.576,95","17.202,54","97,53M","2,00%"
"08.12.2005","17.211,02","17.233,97","17.298,27","17.129,22","94,86M","-0,19%"
"07.12.2005","17.244,19","17.424,63","17.470,48","17.240,91","104,76M","-1,03%"
"06.12.2005","17.424,43","17.274,76","17.465,75","17.274,76","150,50M","0,89%"
"05.12.2005","17.271,06","17.150,99","17.293,28","17.090,60","96,09M","0,70%"
"02.12.2005","17.150,99","17.133,83","17.323,16","17.039,71","116,11M","0,10%"
"01.12.2005","17.133,83","16.831,84","17.142,15","16.831,84","154,31M","1,80%"
"30.11.2005","16.830,96","16.696,34","16.842,83","16.601,17","148,89M","0,81%"
"29.11.2005","16.694,95","16.830,07","16.888,50","16.672,95","89,16M","-0,84%"
"28.11.2005","16.836,11","16.879,37","16.955,76","16.815,97","104,92M","-0,26%"
"25.11.2005","16.879,37","16.750,44","16.921,29","16.750,44","45,30M","0,77%"
"24.11.2005","16.750,44","16.713,91","16.782,19","16.666,89","17,07M","0,22%"
"23.11.2005","16.713,91","16.865,70","17.014,79","16.706,48","147,08M","-0,91%"
"22.11.2005","16.866,84","16.787,50","16.890,29","16.665,37","112,71M","0,60%"
"21.11.2005","16.767,07","16.545,44","16.817,42","16.545,44","115,54M","1,34%"
"18.11.2005","16.545,44","16.455,39","16.594,97","16.455,39","102,93M","0,55%"
"17.11.2005","16.455,39","16.310,68","16.496,57","16.310,68","155,64M","0,89%"
"16.11.2005","16.310,68","16.218,87","16.330,03","16.187,02","96,42M","0,72%"
"15.11.2005","16.193,58","16.293,76","16.346,63","16.188,05","91,62M","-0,61%"
"14.11.2005","16.293,53","16.135,03","16.293,68","16.058,54","81,45M","0,97%"
"11.11.2005","16.137,07","16.155,12","16.275,85","16.100,77","100,25M","-0,10%"
"10.11.2005","16.153,08","15.985,13","16.157,88","15.956,65","100,25M","1,08%"
"09.11.2005","15.981,18","15.930,28","15.983,95","15.910,24","64,59M","0,32%"
